Id;Species;Accession Name;Origine Continent;Type (Wild/Cultivated);Sowing_Localisation;Replicate_nb (1/2);Plant_nb (1 to 3);Panicle_nb (1 to 3);Rachis_length (RL in cm);Primary Branch Number (PBN);Average of Primary Branch length in cm (PBL);Average of Internode along Primary Branch in cm (PBIL);Secondary Branch Number (SBN);Average of Secondary Branch length in cm (SBL);Average of Internode along secondary Branch in cm  (SBIL);Tertiary Branch Number (TBN);Spikelet Number (SpN)
Og10;Og;Tog6208;Africa;Cultivated;Cali-Colombia;2;2;3;9.69;8;12.67;1.38;35;2.49;0.2;0;192
Og10;Og;Tog6208;Africa;Cultivated;Cali-Colombia;2;3;1;12.71;10;11.76;1.41;39;2.17;0.16;0;185
Og10;Og;Tog6208;Africa;Cultivated;Cali-Colombia;2;3;2;11.37;8;11.57;1.63;25;2.31;0.31;0;142
Og10;Og;Tog6208;Africa;Cultivated;Cali-Colombia;2;3;3;10.5;9;12.76;1.31;37;2.34;0.19;0;205
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;1;1;1;11.95;8;10.97;1.71;21;2.85;0.27;1;142
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;1;1;2;10.27;7;10.7;1.71;19;2.3;0.33;0;111
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;1;1;3;10.18;7;11.48;1.7;19;2.76;0.23;0;119
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;1;2;1;10.57;8;11.35;1.51;22;2.81;0.28;0;146
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;1;2;2;11.24;8;11.39;1.61;26;2.62;0.22;0;157
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;1;2;3;10.79;7;10.98;1.8;16;3.16;0.28;0;115
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;1;3;1;12.09;8;10.4;1.73;17;3.13;0.27;0;134
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;1;3;2;11.8;9;10.27;1.48;16;2.56;0.37;0;120
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;1;3;3;11.84;8;10.49;1.69;22;2.49;0.17;0;134
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;2;1;1;11.64;8;9.89;1.66;17;2.12;0.22;0;99
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;2;1;2;11.3;11;7.81;1.13;15;2.13;0.62;0;105
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;2;1;3;12.17;8;8.6;1.74;11;2.47;0.35;0;87
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;2;2;1;11.5;8;8.42;1.64;12;2.08;0.28;0;86
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;2;2;2;10.4;7;7.84;1.73;9;2.01;0.26;0;68
Og11;Og;Tog6211;Africa;Cultivated;Cali-Colombia;2;2;3;10;7;8.37;1.67;11;2.31;0.35;0;74
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;1;2;1;11.93;15;11.47;0.85;59;1.87;0.44;0;303
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;1;2;2;11.7;14;11.41;0.9;27;1.9;0.86;0;195
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;1;2;3;10.91;14;12.06;0.84;38;1.79;0.9;0;255
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;1;3;1;9.6;16;9.56;0.64;16;1.59;1.31;0;182
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;1;3;2;13.37;15;10.62;0.95;23;1.64;0.86;0;200
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;1;3;3;10.87;14;12.11;0.84;44;1.83;0.76;0;250
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;2;1;1;14.31;17;11.72;0.89;48;1.53;0.31;0;280
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;2;1;2;13.18;15;11.46;0.94;30;1.79;0.73;0;231
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;2;1;3;13.7;13;11.53;1.14;37;2.03;0.38;0;224
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;2;2;1;11.92;15;9.89;0.85;24;1.75;0.57;0;218
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;2;2;2;13.91;16;9.79;0.93;29;1.66;0.42;0;219
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;2;2;3;13.94;15;10.72;0.99;38;1.65;0.37;0;231
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;2;3;1;12.91;14;11.37;0.99;29;2.03;0.66;0;224
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;2;3;2;11.06;11;10.06;1.11;18;1.97;0.62;0;148
Og12;Og;Tog6221;Africa;Cultivated;Cali-Colombia;2;3;3;11.57;14;8.7;0.89;8;1.43;0.92;0;147
Og14;Og;Tog5500;Africa;Cultivated;Cali-Colombia;1;1;1;11.33;10;9.55;1.26;21;2;0.46;0;140
Og14;Og;Tog5500;Africa;Cultivated;Cali-Colombia;1;1;2;10.11;9;7.72;1.26;12;2.15;0.39;0;102
Og14;Og;Tog5500;Africa;Cultivated;Cali-Colombia;1;1;3;9.93;7;10.71;1.66;14;2.67;0.49;0;113
Og14;Og;Tog5500;Africa;Cultivated;Cali-Colombia;1;2;1;9.28;9;9.57;1.16;18;1.99;0.55;0;128
Og14;Og;Tog5500;Africa;Cultivated;Cali-Colombia;1;2;2;10.58;10;8.98;1.18;16;1.77;0.9;0;126
Og14;Og;Tog5500;Africa;Cultivated;Cali-Colombia;1;2;3;7.91;9;9.44;0.99;19;1.89;0.37;0;129
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;1;1;1;9.55;11;10.2;0.95;25;2.07;0.53;0;154
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;1;1;2;10.9;13;9.69;0.91;26;2.03;0.34;0;166
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;1;1;3;9.64;12;10.22;0.88;30;2.28;0.27;0;180
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;1;2;1;11.9;12;9.37;1.08;24;1.96;0.25;0;157
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;1;2;2;10.19;11;9.04;1.02;19;1.93;0.39;0;132
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;1;2;3;9.62;11;9.43;0.96;20;2.02;0.61;0;142
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;1;3;1;9.31;12;9.51;0.85;25;2.02;0.47;0;154
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;2;1;2;9.38;11;9.73;0.94;25;1.92;0.34;0;145
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;1;3;3;10.22;11;9.33;1.02;21;2.24;0.33;0;127
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;2;1;1;9.35;12;8.84;0.85;18;1.93;0.68;0;142
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;2;1;2;9.3;12;9.09;0.85;24;1.93;0.44;0;145
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;2;1;3;10.29;14;7.9;0.79;19;1.36;0.7;0;133
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;2;2;1;10.13;12;8.67;0.92;16;2.11;0.27;0;147
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;2;2;2;7.21;9;8.34;0.9;19;1.92;0.32;0;128
Og15;Og;Tog12249;Africa;Cultivated;Cali-Colombia;2;2;3;7.78;11;7.94;0.78;15;1.65;0.7;0;122
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;1;1;1;12.41;15;10.76;0.88;31;1.86;0.88;0;213
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;1;1;2;11.61;14;9.83;0.89;27;1.68;0.56;0;178
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;1;1;3;10.41;14;9.88;0.8;24;2;0.64;0;183
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;1;2;1;10.44;15;11.11;0.75;29;2.21;0.44;0;138
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;1;2;2;10.03;17;10.59;0.63;38;1.75;0.75;0;190
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;1;2;3;9.17;14;9.17;0.7;18;2.2;0.74;0;141
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;1;3;1;12.24;17;9.69;0.76;34;1.41;0.74;0;186
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;1;3;2;12.48;18;10.66;0.73;47;1.56;0.69;0;230
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;1;3;3;11.31;16;9.99;0.75;29;1.69;0.91;0;193
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;2;1;1;11.62;19;11.47;0.65;57;1.87;0.49;0;258
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;2;1;2;11.58;15;9.99;0.83;35;2.18;0.44;0;202
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;2;1;3;12.77;14;9.68;0.98;24;2;0.7;1;181
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;2;2;1;9.37;15;8.91;0.67;24;1.63;0.74;0;166
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;2;2;2;11.37;18;10.06;0.67;33;1.69;0.59;0;194
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;2;2;3;10.16;15;9.81;0.73;31;1.65;0.67;0;190
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;2;3;1;7.85;16;9.7;0.52;26;1.56;0.77;0;167
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;2;3;2;8.81;14;9.78;0.68;28;1.5;1.1;0;158
Og16;Og;Tog12386;Africa;Cultivated;Cali-Colombia;2;3;3;12.27;18;9.27;0.72;30;1.48;0.9;0;168
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;1;1;1;11.61;17;9.5;0.73;27;1.56;0.9;0;162
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;1;1;2;11.09;16;8.68;0.74;27;1.48;0.72;0;169
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;1;1;3;12.87;15;9.66;0.92;23;1.87;0.64;0;168
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;1;2;1;13.3;15;9.68;0.95;18;1.79;0.85;0;159
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;1;2;2;12.61;16;8.6;0.84;20;1.38;0.5;0;149
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;1;2;3;12.63;15;8.9;0.9;19;1.4;0.72;0;154
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;1;3;1;13.62;15;9.51;0.97;20;1.86;0.45;0;169
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;1;3;2;9.73;13;11.02;0.81;30;2.1;0.6;0;210
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;1;3;3;12.76;14;10.22;0.98;26;1.9;0.52;0;177
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;2;1;1;13.77;15;9.62;0.98;26;1.54;0.61;0;172
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;2;1;2;10.95;16;10.17;0.73;26;1.54;0.92;0;197
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;2;1;3;12.97;14;9.43;1;23;1.89;0.51;0;164
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;2;2;1;10.34;13;9.49;0.86;27;1.57;0.53;0;168
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;2;2;2;12.01;19;8.61;0.67;19;1.26;0.96;0;162
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;2;2;3;12.88;12;9.28;1.17;27;2.09;0.26;0;157
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;2;3;1;12.4;17;7.99;0.77;15;1.29;0.87;0;144
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;2;3;2;12.01;14;9.19;0.92;27;1.48;0.47;0;143
Og17;Og;Tog12387;Africa;Cultivated;Cali-Colombia;2;3;3;10.3;16;9.48;0.69;33;1.65;0.5;0;182
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;1;1;1;9.75;11;8.72;0.97;20;2.07;0.28;0;125
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;1;1;2;9.39;10;9.14;1.04;20;1.68;0.43;0;122
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;1;1;3;10.74;10;9.34;1.19;21;2.2;0.27;0;123
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;1;2;1;8.18;10;8.86;0.91;15;2.12;0.56;0;103
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;1;2;2;11.87;11;8.29;1.19;19;1.74;0.44;0;122
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;1;2;3;9.45;9;9.82;1.18;16;2.42;0.37;0;119
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;1;3;1;9.78;10;9.62;1.09;25;1.83;0.26;0;132
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;1;3;2;9.24;11;9.11;0.92;14;2.03;0.65;0;115
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;1;3;3;8.2;9;9.79;1.02;23;2;0.23;0;133
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;2;1;1;9.6;13;8.02;0.8;22;1.64;0.4;0;149
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;2;1;2;9.51;13;7.94;0.79;22;1.56;0.43;0;136
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;2;1;3;8.94;12;8.88;0.81;23;2;0.4;0;150
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;2;2;1;10.14;11;9.05;1.01;19;1.84;0.33;0;116
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;2;2;2;10.25;12;9.07;0.93;22;1.95;0.18;0;112
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;2;2;3;7.01;9;9.09;0.88;18;1.97;0.3;0;104
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;2;3;1;8.16;10;8.14;0.91;16;1.93;0.36;0;113
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;2;3;2;9.54;10;8.52;1.06;18;2.21;0.31;0;130
Og18;Og;Tog5418;Africa;Cultivated;Cali-Colombia;2;3;3;9.14;10;8.47;1.02;19;1.52;0.47;0;108
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;1;1;1;9.41;15;9.28;0.67;25;1.9;0.69;0;165
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;1;1;2;11.65;10;10.09;1.29;28;2.12;0.32;0;166
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;1;1;3;10.34;13;10.92;0.86;36;2.33;0.48;0;223
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;1;2;1;9.86;12;10.09;0.9;36;2.09;0.42;0;208
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;1;2;2;10.77;11;11.22;1.08;43;2.22;0.29;0;238
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;1;2;3;8.65;11;11.27;0.87;43;2.2;0.43;0;235
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;1;3;1;10.36;12;10.41;0.94;29;1.99;0.51;0;180
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;1;3;2;9.3;11;10.61;0.93;27;2.35;0.59;0;148
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;1;3;3;9.65;11;10.08;0.96;28;2.12;0.66;0;166
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;2;1;1;10.83;14;9.57;0.83;30;1.65;0.36;0;190
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;2;1;2;8.81;11;10.9;0.88;41;2.09;0.35;0;211
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;2;1;3;8.7;10;10.7;0.97;43;1.87;0.23;0;198
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;2;2;1;9.25;10;9.69;1.03;31;1.89;0.32;0;154
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;2;2;2;11.03;15;8.86;0.79;34;1.6;0.42;0;201
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;2;2;3;9.91;14;9.29;0.76;36;1.9;0.32;0;212
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;2;3;1;10.18;15;8.13;0.73;21;1.66;0.62;0;170
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;2;3;2;9.96;16;8.37;0.66;28;1.48;0.64;0;184
Og19;Og;Tog5463;Africa;Cultivated;Cali-Colombia;2;3;3;9.88;14;8.67;0.76;26;1.7;0.56;0;185
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;1;1;1;11.91;13;10.4;0.99;35;1.54;0.5;0;138
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;1;1;2;11.08;11;9.19;1.11;21;1.63;0.63;0;112
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;1;1;3;11.3;11;9.04;1.13;21;2.06;0.34;0;132
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;1;2;1;10.62;13;9.54;0.88;25;1.99;0.54;0;127
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;1;2;2;9.91;9;9.2;1.24;19;1.61;0.24;0;105
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;1;2;3;12.32;11;9.18;1.23;17;1.83;0.48;0;119
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;2;1;1;9.86;11;9.13;0.99;21;1.54;0.35;0;133
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;2;1;2;12.25;12;8.73;1.11;17;1.53;0.57;0;130
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;2;1;3;11.05;9;9.13;1.38;20;2.05;0.36;0;108
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;2;2;1;8.88;10;9.68;0.99;26;1.79;0.59;0;132
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;2;2;2;11.04;9;9.48;1.38;22;2.12;0.32;0;120
Og20;Og;Tog5556;Africa;Cultivated;Cali-Colombia;2;2;3;10.69;12;8.4;0.97;24;1.6;0.27;0;116
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;1;1;1;13.69;11;11.61;1.37;25;2.94;0.49;0;168
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;1;1;2;9.02;9;11.64;1.13;23;3.06;0.36;0;146
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;1;1;3;14.44;11;10.41;1.45;18;2.64;0.67;0;137
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;1;2;1;12.91;11;9.9;1.29;21;2.62;0.39;0;146
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;1;2;2;10.7;10;11.35;1.19;23;3.02;0.6;0;152
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;1;2;3;10.27;10;11.09;1.14;26;2.63;0.41;0;152
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;1;3;1;11.67;8;11.46;1.67;20;3.19;0.48;0;133
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;1;3;2;10.09;7;12.88;1.68;23;3.73;0.37;0;141
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;1;3;3;10.47;9;12.28;1.31;25;3.05;0.47;0;156
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;2;1;1;8.88;8;12.26;1.27;24;3.11;0.31;0;138
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;2;1;2;8.08;8;12.2;1.15;26;3.11;0.22;0;147
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;2;1;3;9.91;9;10.67;1.24;23;2.69;0.34;0;144
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;2;2;1;10.53;8;10.39;1.5;17;2.84;0.43;0;115
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;2;2;2;11.44;9;10.66;1.43;22;2.77;0.42;0;139
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;2;2;3;10.59;10;10.24;1.18;16;2.88;0.8;0;119
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;2;3;1;11.2;9;9.56;1.4;17;3.4;0.63;0;121
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;2;3;2;7.9;8;11.16;1.13;19;3.45;0.31;0;121
Og21;Og;Tog10434;Africa;Cultivated;Cali-Colombia;2;3;3;10.44;7;10.81;1.74;17;3.19;0.3;0;108
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;1;1;1;13.67;12;9.32;1.24;11;1.61;0.78;0;109
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;1;1;2;11.33;10;8.33;1.26;13;1.53;0.56;0;100
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;1;1;3;7.74;9;8.73;0.97;16;1.6;0.4;0;98
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;1;2;1;11.48;11;8.2;1.15;10;1.7;0.72;0;101
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;1;2;2;11.16;10;8.83;1.24;14;2.04;0.44;0;112
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;1;2;3;12.22;12;8.56;1.11;13;1.69;0.91;0;108
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;1;3;1;11.6;13;8.83;0.97;21;1.58;0.53;0;146
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;1;3;2;10.94;12;8.84;0.99;13;1.74;0.57;0;110
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;1;3;3;13.38;11;8.95;1.34;15;1.94;0.47;0;112
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;2;1;2;11.57;10;10.18;1.29;19;2.43;0.41;0;127
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;2;1;3;11.73;11;8.29;1.17;11;1.53;0.48;0;92
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;2;2;1;8.41;9;9.59;1.05;15;1.91;0.56;0;104
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;2;2;2;10.34;9;9.39;1.29;21;1.82;0.33;0;116
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;2;2;3;10.71;8;9.97;1.53;15;2.24;0.26;0;114
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;2;3;1;11.66;11;9.84;1.17;22;1.77;0.45;0;140
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;2;3;2;12.69;12;9.28;1.15;19;1.9;0.39;0;134
Og22;Og;Tog12086;Africa;Cultivated;Cali-Colombia;2;3;3;10.83;10;10.32;1.2;17;1.88;0.67;0;121
Og23;Og;Tog12160;Africa;Cultivated;Cali-Colombia;1;1;1;11.6;13;7.74;0.97;15;1.39;0.39;0;124
Og23;Og;Tog12160;Africa;Cultivated;Cali-Colombia;1;1;2;13.12;13;7.34;1.09;22;1.59;0.32;0;141
Og23;Og;Tog12160;Africa;Cultivated;Cali-Colombia;1;1;3;10.77;12;7.39;0.98;16;1.44;0.37;0;125
Og23;Og;Tog12160;Africa;Cultivated;Cali-Colombia;1;2;1;12.97;14;8.44;1;35;1.32;0.36;0;180
Og23;Og;Tog12160;Africa;Cultivated;Cali-Colombia;1;2;2;11.34;12;8.71;1.03;33;1.49;0.29;0;173
Og23;Og;Tog12160;Africa;Cultivated;Cali-Colombia;1;2;3;11.97;13;9.21;1;31;1.65;0.46;0;140
Og23;Og;Tog12160;Africa;Cultivated;Cali-Colombia;1;2;3;11.9;11;8.37;1.19;22;1.49;0.53;0;127
Og23;Og;Tog12160;Africa;Cultivated;Cali-Colombia;1;3;1;7.96;11;9.63;0.8;32;2.07;0.23;0;134
Og23;Og;Tog12160;Africa;Cultivated;Cali-Colombia;1;3;2;10.65;12;8.36;0.97;22;1.45;0.3;0;144
Og23;Og;Tog12160;Africa;Cultivated;Cali-Colombia;1;3;3;10.22;10;7.74;1.14;21;1.49;0.29;0;128
Og24;Og;Tog5747;Africa;Cultivated;Cali-Colombia;1;1;1;15.88;13;10.62;1.32;23;1.95;0.3;0;154
Og24;Og;Tog5747;Africa;Cultivated;Cali-Colombia;1;1;2;15.1;14;11;1.16;23;2.3;0.48;0;148
Og24;Og;Tog5747;Africa;Cultivated;Cali-Colombia;1;1;3;17.37;16;9.48;1.16;22;1.64;0.34;0;174
Og24;Og;Tog5747;Africa;Cultivated;Cali-Colombia;2;1;1;12.61;8;11.8;1.8;24;2.04;0.22;0;128
Og24;Og;Tog5747;Africa;Cultivated;Cali-Colombia;2;1;2;11.47;10;10.91;1.28;28;2.09;0.24;0;180
Og24;Og;Tog5747;Africa;Cultivated;Cali-Colombia;2;1;3;13.25;11;9.7;1.33;25;2;0.17;0;152
Og25;Og;Tog5747;Africa;Cultivated;Cali-Colombia;1;1;1;11.34;8;10.86;1.62;23;2.32;0.28;0;134
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;1;1;2;11.46;11;10.06;1.14;23;2.1;0.37;0;120
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;1;1;3;13.13;9;9.46;1.64;20;2.27;0.28;0;124
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;1;2;1;10.16;8;10.19;1.45;18;2.32;0.27;0;115
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;1;2;2;11;10;8.82;1.22;18;2.25;0.44;0;125
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;1;2;3;11.56;8;8.75;1.65;10;2.4;0.45;0;91
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;1;3;1;14.91;11;9.42;1.49;17;2.16;0.54;0;138
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;1;3;2;14.5;12;9.45;1.32;21;2.07;0.38;0;144
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;1;3;3;14.51;9;10.04;1.81;19;2.03;0.39;0;122
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;2;1;1;12.58;10;10.22;1.4;18;2.35;0.45;0;131
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;2;1;2;9.39;9;10.12;1.17;17;2.24;0.39;0;129
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;2;1;3;11.57;8;9.97;1.65;13;2.89;0.32;0;97
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;2;2;2;11.24;10;10.35;1.25;17;2.04;0.95;0;116
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;2;2;3;11.18;9;10.68;1.4;15;2.47;0.47;0;121
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;2;3;1;11.17;9;11.09;1.4;24;2.58;0.28;0;155
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;2;3;2;8.83;8;10.19;1.26;18;2.46;0.3;0;128
Og25;Og;Tog5566;Africa;Cultivated;Cali-Colombia;2;3;3;12.2;10;10.61;1.36;20;2.53;0.34;0;118
Og26;Og;Tog5588;Africa;Cultivated;Cali-Colombia;1;1;1;10.66;9;10.44;1.33;15;1.88;0.4;0;122
